28-02-2023 10:27:12 , Ope = 00001
28-02-2023 10:27:13 , Ope = 00003
28-02-2023 10:27:13 , Ope = 00006
28-02-2023 10:27:13 , Ope = 00016
28-02-2023 10:27:13 , Ope = 00021
28-02-2023 10:33:08 , Ope = 00001
28-02-2023 10:39:25 , Ope = 00001
28-02-2023 10:42:11 , Ope = 00001
28-02-2023 10:46:14 , Ope = 00001
28-02-2023 10:54:03 , Ope = 00001
28-02-2023 10:56:12 , Ope = 00001
28-02-2023 10:59:43 , Ope = 00001
28-02-2023 11:10:54 , Ope = 00001
28-02-2023 11:13:35 , Ope = 00001
28-02-2023 11:19:00 , Ope = 00001
28-02-2023 11:20:47 , Ope = 00001
28-02-2023 11:27:50 , Ope = 00001
28-02-2023 11:31:53 , Ope = 00001
28-02-2023 11:57:56 , Ope = 00001
28-02-2023 11:59:54 , Ope = 00001
28-02-2023 12:02:38 , Ope = 00001
28-02-2023 12:02:41 , Ope = 00006
28-02-2023 12:05:15 , Ope = 00001
28-02-2023 12:05:17 , Ope = 00006
28-02-2023 12:07:28 , Ope = 00001
28-02-2023 12:07:30 , Ope = 00006
28-02-2023 12:09:59 , Ope = 00001
28-02-2023 12:10:00 , Ope = 00006
28-02-2023 12:13:50 , Ope = 00001
28-02-2023 12:13:52 , Ope = 00006
28-02-2023 12:17:49 , Ope = 00001
28-02-2023 12:39:42 , Ope = 00001
28-02-2023 12:41:46 , Ope = 00001
28-02-2023 12:43:02 , Ope = 00001
28-02-2023 12:46:54 , Ope = 00006
